Postcode,City,Section,Buyertype,#N/A
3700,TONGEREN,I,Volwassene,
3600,Genk,CL3,Volwassene,
3980,TESSENDERLO,Z3,Volwassene,
3660,Oudsbergen,N,Volwassene,
3740,MUNSTERBILZEN,DD,Volwassene,
3660,Oudsbergen,PP,Volwassene,
3690,Zutendaal,EE,Volwassene,
3660,Oudsbergen,C,Volwassene,
3583,PAAL,JJ,NA Volw.,
3630,Maasmechelen,QQ,Volwassene,
3630,Mechelen-aan-de-maas,QQ,Volwassene,
3560,LUMMEN,LL,Volwassene,
3670,Oudsbergen,Z1,Volwassene,
3660,Oudsbergen,JJ,Volwassene,
3740,BILZEN,CL1,Volwassene,
2100,DEURNE,CL1,Volwassene,
2100,DEURNE,CL1,Volwassene,
2100,DEURNE,CL1,Volwassene,
2100,DEURNE,CL1,Jongeren -18,
3294,Molenstede,Z5,Volwassene,
3660,Oudsbergen,JJ,Volwassene,
3530,HOUTHALEN,II,Volwassene,
3600,Genk,H,Volwassene,
3690,Zutendaal,H,Volwassene,
3630,MECHELEN-AAN-DE-MAAS,JJ,Volwassene,
3740,Hees,L,Volwassene,
3690,Zutendaal,KK,Volwassene,
3690,Zutendaal,KK,Volwassene,
3600,Genk,LL,Volwassene,
3600,Genk,II,Volwassene,
3600,GENK,MM,Volwassene,
3660,Oudsbergen,HH,Volwassene,
3690,ZUTENDAAL,KK,Volwassene,
3500,Hasselt,I,Volwassene,
3740,Eigenbilzen,J,Volwassene,
3680,NEEROETEREN,KK,Volwassene,
3600,GENK,C,Volwassene,
3500,HASSELT,R,Volwassene,
3770,GENOELSELDEREN,HH,Volwassene,
3850,WIJER,L,Volwassene,
3600,Genk,QQ,Volwassene,
3740,BEVERST,JJ,Volwassene,
3850,KOZEN,SS,Volwassene,
3600,GENK,KK,Volwassene,
3806,VELM,N,Volwassene,
3960,Bree,L,Volwassene,
3720,KORTESSEM,L,Volwassene,
3630,Opgrimbie,E,Volwassene,
3740,MUNSTERBILZEN,T,Volwassene,
3900,Overpelt,K,Volwassene,
3690,ZUTENDAAL,T,Volwassene,
3570,ALKEN,NN,Volwassene,
3500,HASSELT,LL,Volwassene,
3740,BILZEN,R,Volwassene,
3990,Peer,UU,Volwassene,
3740,EIGENBILZEN,DD,Volwassene,
3740,EIGENBILZEN,DD,NA Volw.,
3740,EIGENBILZEN,DD,NA Volw.,
3950,Bocholt,JJ,Volwassene,
3660,Oudsbergen,CC,Volwassene,
3600,GENK,BB,Volwassene,
3690,ZUTENDAAL,G,Volwassene,
3391,Tielt Winge,P,Volwassene,
3560,LUMMEN,TT,Volwassene,
3530,Helchteren,R,Volwassene,
3700,Tongeren,T,Volwassene,
3530,HOUTHALEN,FF,Volwassene,
3700,Tongeren,I,Volwassene,
4367,FIZE-LE-MARSAL,M,Volwassene,
3620,NEERHAREN,LL,Volwassene,
3660,Oudsbergen,GG,Volwassene,
3900,PELT,I,Volwassene,
3530,Houthalen,FF,Volwassene,
3680,NEEROETEREN,KK,Volwassene,
3600,Genk,SS,Volwassene,
3560,LUMMEN,OO,Volwassene,
3960,OPITTER,H,Volwassene,
3960,OPITTER,H,Volwassene,
3960,OPITTER,H,Volwassene,
3960,OPITTER,H,Volwassene,
3560,Lummen,R,Volwassene,
3620,LANAKEN,K,Volwassene,
3390,TIELT,KK,Volwassene,
2440,Geel,QQ,Volwassene,
3740,BEVERST,J,Volwassene,
3020,Herent,S,Volwassene,
3360,Korbeek-Lo,S,Volwassene,
3460,ASSENT,CC,Volwassene,
3520,Zonhoven,UU,Volwassene,
3690,ZUTENDAAL,II,Volwassene,
3990,Peer,D,Volwassene,
3600,GENK,OO,NA Volw.,
9250,Waasmunster,RR,Volwassene,
3550,ZOLDER,Z2,Volwassene,
3440,HALLE-BOOIENHOVEN,HH,Volwassene,
3680,Neeroeteren,CC,Volwassene,
3050,OUD-HEVERLEE,II,Volwassene,
3600,GENK,CL1,Volwassene,
3740,Beverst,QQ,Volwassene,
3630,maasmechelen,R,Volwassene,
3740,BEVERST,QQ,Volwassene,
3840,Borgloon,PP,Volwassene,
3581,BEVERLO,QQ,Volwassene,
3945,Ham,OO,Volwassene,
3511,KURINGEN,S,Jongeren -21,
3950,KAULILLE,II,Scheids. +18,
3630,MECHELEN-AAN-DE-MAAS,S,Volwassene,
2491,OLMEN,QQ,Volwassene,
3582,Koersel,LL,Volwassene,
3740,Bilzen,II,Volwassene,
3740,Bilzen,II,Volwassene,
3740,Bilzen,II,Volwassene,
3740,Bilzen,II,Volwassene,
3620,LANAKEN,R,Volwassene,
2200,Herentals,UU,Volwassene,
3600,GENK,C,Volwassene,
3980,Tessenderlo,CC,Volwassene,
3980,TESSENDERLO,CC,Volwassene,
3950,Bocholt,S,Volwassene,
3840,GORS-OPLEEUW,HH,Volwassene,
3700,Tongeren,R,Volwassene,
3461,MOLENBEEK-WERSBEEK,QQ,Volwassene,
3461,MOLENBEEK-WERSBEEK,QQ,Volwassene,
3830,WELLEN,PP,Volwassene,
3830,Wellen,PP,Volwassene,
3550,Heusden-Zolder,FF,Volwassene,
3545,ZELEM,Z3,Minder validen,
3700,TONGEREN,Z8,Volwassene,
3700,TONGEREN,Z8,Volwassene,
3700,TONGEREN,Z8,Volwassene,
3700,TONGEREN,Z8,Volwassene,
3700,TONGEREN,Z8,Volwassene,
2370,ARENDONK,CC,Volwassene,
3581,BEVERLO,BB,Volwassene,
3600,Genk,S,Volwassene,
3600,Genk,F,Volwassene,
3700,Mal,FF,Volwassene,
3600,genk,TT,Volwassene,
3500,HASSELT,K,Volwassene,
3500,HASSELT,K,Volwassene,
3520,ZONHOVEN,RR,Volwassene,
3201,LANGDORP,S,Volwassene,
3290,schaffen,S,Volwassene,
3668,Niel-bij-as,RR,Volwassene,
3650,DILSEN-STOKKEM,S,Volwassene,
3520,ZONHOVEN,GG,Volwassene,
3520,Zonhoven,GG,Volwassene,
3680,MAASEIK,JJ,Minder validen,
3945,HAM,SS,Volwassene,
3600,GENK,PP,Volwassene,
3990,KLEINE-BROGEL,L,Volwassene,
3511,Stokrooie,QQ,Volwassene,
2290,Vorselaar,QQ,Volwassene,
3500,HASSELT,S,Volwassene,
3550,ZOLDER,R,Volwassene,
3600,GENK,C,Volwassene,
3500,Hasselt,G,Volwassene,
3511,HASSELT,QQ,Volwassene,
3550,HEUSDEN,R,Volwassene,
3500,Hasselt,II,Volwassene,
2220,Heist-op-den-Berg,R,Volwassene,
3600,Genk,S,Volwassene,
3520,Zonhoven,Q1,Volwassene,
3670,Oudsbergen,CC,Volwassene,
3970,Leopoldsburg,T,Volwassene,
3530,HOUTHALEN,OO,Volwassene,
3700,TONGEREN,CL2,Volwassene,
3590,DIEPENBEEK,T,Volwassene,
3590,DIEPENBEEK,LL,Volwassene,
3950,KAULILLE,S,Volwassene,
3010,KESSEL-LO,JJ,Volwassene,
3582,KOERSEL,JJ,Volwassene,
3980,Tessenderlo,KK,Volwassene,
3511,KURINGEN,RR,Minder validen,
3530,Houthalen,II,Volwassene,
3500,HASSELT,N,Minder validen,
3690,ZUTENDAAL,R,Volwassene,
3650,Elen,H,Volwassene,
3650,Elen,H,Volwassene,
2400,MOL,KK,Volwassene,
2400,MOL,R,Volwassene,
3730,SINT-HUIBRECHTS-HERN,CC,Volwassene,
3590,Diepenbeek,N,Minder validen,
3530,HOUTHALEN,T,Volwassene,
3660,Oudsbergen,H,Volwassene,
3500,HASSELT,LL,Minder validen,
3600,GENK,FF,Volwassene,
3724,VLIERMAAL,RR,Volwassene,
3530,HOUTHALEN,S,Volwassene,
3530,HOUTHALEN,S,Volwassene,
3590,Diepenbeek,JJ,Volwassene,
3650,DILSEN-STOKKEM,RR,Volwassene,
3581,BEVERLO,BB,Volwassene,
3600,Genk,KK,Volwassene,
3370,VERTRIJK,GG,Volwassene,
3370,VERTRIJK,GG,Volwassene,
8301,HEIST-AAN-ZEE,JJ,Volwassene,
3530,HOUTHALEN,S,Volwassene,
3590,Diepenbeek,T,Volwassene,
3640,Kinrooi,R,Volwassene,
3600,GENK,MM,Volwassene,
3120,Tremerlo,BB,Volwassene,
3200,AARSCHOT,LL,Volwassene,
3960,BREE,C,Volwassene,
3660,Oudsbergen,NN,Volwassene,
3290,SCHAFFEN,OO,Volwassene,
3630,OPGRIMBIE,NN,Volwassene,
3910,NEERPELT,EE,Volwassene,
3500,Hasselt,O,Volwassene,
3620,Lanaken,UU,Volwassene,
3600,GENK,PP,Volwassene,
3520,Zonhoven,D,Volwassene,
3580,Beringen,DD,Volwassene,
2300,Turnhout,DD,Volwassene,
3600,GENK,OO,Volwassene,
3700,TONGEREN,OO,Volwassene,
3960,OPITTER,DD,Volwassene,
3990,Peer,JJ,Volwassene,
3680,NEEROETEREN,Z7,Volwassene,
3511,Kuringen,NN,Volwassene,
3940,HECHTEL,S,Volwassene,
3590,DIEPENBEEK,KK,Volwassene,
3520,Zonhoven,EE,Volwassene,
3600,GENK,SS,Volwassene,
3721,VLIERMAALROOT,F,Minder validen,
3620,LANAKEN,S,Volwassene,
3600,GENK,D,Volwassene,
3600,GENK,GG,Volwassene,
3990,Peer,KK,Scheids. +18,
3600,genk,RR,Volwassene,
3950,BOCHOLT,J,Volwassene,
2430,LAAKDAL,UU,Volwassene,
3560,Lummen,EE,Volwassene,
3600,GENK,K,Volwassene,
3520,ZONHOVEN,EE,Volwassene,
2070,BURCHT,QQ,Volwassene,
3680,Opoeteren,R,Volwassene,
3910,Pelt,R,NA Volw.,
3910,Neerpelt,Q1,Volwassene,
3530,Houthalen,R,Volwassene,
3550,HEUSDEN-ZOLDER,OO,Volwassene,
3600,GENK,D,Volwassene,
3630,Mechelen aan de maas,TT,Volwassene,
3500,HASSELT,T,Volwassene,
3600,Genk,T,Minder validen,
3650,LANKLAAR,C,Volwassene,
3540,SCHULEN,J,Volwassene,
3550,ZOLDER,G,NA Volw.,
3520,ZONHOVEN,KK,Minder validen,
3840,GORS-OPLEEUW,OO,Volwassene,
3271,ZICHEM,UU,Volwassene,
3600,GENK,S,Volwassene,
3583,PAAL,OO,Volwassene,
3600,GENK,LL,Volwassene,
3560,LUMMEN,H,Volwassene,
3500,Hasselt,R,Volwassene,
3730,HOESELT,OO,Volwassene,
3680,NEEROETEREN,LL,Minder validen,
2018,Antwerpen,NN,Volwassene,
3110,ROTSELAAR,MM,Volwassene,
3110,Rotselaar,MM,Volwassene,
3650,DILSEN-STOKKEM,EE,Volwassene,
3680,neeroeteren maseik,RR,Volwassene,
3910,NEERPELT,PP,Volwassene,
3600,Genk,T,Volwassene,
3520,ZONHOVEN,S,Volwassene,
3550,HEUSDEN-ZOLDER,RR,Volwassene,
3742,MARTENSLINDE,QQ,Volwassene,
3621,rekem,BB,Volwassene,
3220,SINT-PIETERS-RODE,RR,Volwassene,
3690,Zutendaal,BB,Volwassene,
3940,EKSEL,Z2,Volwassene,
3600,GENK,S,Volwassene,
3500,Hasselt,C,Volwassene,
3740,Hees,L,Volwassene,
3900,OVERPELT,T,Volwassene,
3520,ZONHOVEN,JJ,Volwassene,
3530,HOUTHALEN,HH,Volwassene,
3600,GENK,D,Volwassene,
3660,Oudsbergen,Z3,Volwassene,
3660,Oudsbergen,Z3,Volwassene,
3910,SINT-HUIBRECHTS-LILLE,DD,Volwassene,
2235,Westmeerbeek,R,Volwassene,
3600,GENK,LL,Volwassene,
3600,Genk,K,Volwassene,
3600,Genk,K,Volwassene,
3600,Genk,K,Volwassene,
3600,Genk,K,Volwassene,
3590,Diepenbeek,JJ,Volwassene,
3511,KURINGEN,E,Volwassene,
3660,Oudsbergen,LL,Volwassene,
3668,niel bij as,K,Volwassene,
3600,Genk,II,Volwassene,
3990,peer,S,Volwassene,
3960,BREE,JJ,Volwassene,
3960,BREE,JJ,Volwassene,
3960,GERDINGEN,DD,Minder validen,
3960,BREE,H,Volwassene,
3960,BREE,H,Volwassene,
3631,Uikhoven,R,Volwassene,
3520,Zonhoven,J,Volwassene,
3600,GENK,J,Volwassene,
3550,Heusden (limburg),F,Volwassene,
3550,Heusden (limburg),F,Volwassene,
3620,NEERHAREN,KK,Volwassene,
3680,MAASEIK,CL3,Volwassene,
3670,Oudsbergen,QQ,Volwassene,
3910,Pelt,J,Volwassene,
3910,NEERPELT,K,Volwassene,
3940,Eksel,K,Volwassene,
3530,Houthalen-helechteren,DD,Volwassene,
3530,HOUTHALEN,DD,Volwassene,
3600,GENK,C,Volwassene,
3530,HELCHTEREN,S,Volwassene,
3660,Oudsbergen,Z4,Volwassene,
3660,Oudsbergen,Z4,Volwassene,
3660,Oudsbergen,Z4,Volwassene,
3600,Genk,NN,Volwassene,
3600,Genk,LL,Volwassene,
3150,WESPELAAR,CC,Volwassene,
3150,WESPELAAR,CC,Volwassene,
3520,ZONHOVEN,MM,Volwassene,
3660,Oudsbergen,NN,Volwassene,
3660,Oudsbergen,BB,Volwassene,
3660,Oudsbergen,BB,Volwassene,
3660,Oudsbergen,BB,Volwassene,
3660,Oudsbergen,BB,Volwassene,
3660,Oudsbergen,BB,Jongeren -18,
3600,Genk,NN,Volwassene,
3520,ZONHOVEN,Q1,Volwassene,
3950,BOCHOLT,CC,Volwassene,
3950,BOCHOLT,CC,Volwassene,
3620,LANAKEN,RR,Volwassene,
3620,LANAKEN,RR,Volwassene,
3630,Meeswijk,J,Minder validen,
3600,GENK,E,Volwassene,
3730,SINT-HUIBRECHTS-HERN,R,Volwassene,
3660,Oudsbergen,R,Volwassene,
3500,HASSELT,II,Volwassene,
3580,BERINGEN,Z4,Volwassene,
3580,BERINGEN,I,Volwassene,
3580,BERINGEN,I,Volwassene,
3690,ZUTENDAAL,KK,Volwassene,
3690,ZUTENDAAL,KK,Volwassene,
3668,NIEL-BIJ-AS,S,Volwassene,
3740,BEVERST,BB,Volwassene,
3530,HOUTHALEN,CC,Volwassene,
3700,Nerem,DD,Volwassene,
3700,Nerem,CC,Volwassene,
3670,Oudsbergen,HH,Volwassene,
3600,GENK,QQ,Volwassene,
3665,As,QQ,Volwassene,
3660,Oudsbergen,UU,NA Volw.,
3668,Niel-bij-as,QQ,Volwassene,
3520,ZONHOVEN,M,Volwassene,
3520,ZONHOVEN,M,Volwassene,
3520,ZONHOVEN,M,Volwassene,
3660,Oudsbergen,HH,NA Volw.,
3980,Tessenderlo,LL,Volwassene,
2230,Ramsel,NN,Volwassene,
3640,KINROOI,T,Volwassene,
3740,BILZEN,EE,Volwassene,
3620,LANAKEN,H,Volwassene,
3665,As,PP,Volwassene,
3670,Oudsbergen,PP,Volwassene,
3020,Herent,S,Volwassene,
3270,SCHERPENHEUVEL,M,Volwassene,
3500,SINT-LAMBRECHTS-HERK,II,Volwassene,
3600,Genk,S,Minder validen,
3500,HASSELT,QQ,Volwassene,
3600,Genk,II,Volwassene,
3960,BREE,UU,Volwassene,
3740,BILZEN,LL,Volwassene,
3740,BILZEN,LL,Volwassene,
3550,ZOLDER,Z2,Volwassene,
3530,Helchteren,Z2,Volwassene,
3680,NEEROETEREN,LL,Volwassene,
3600,Genk,S,Volwassene,
3621,REKEM,M,Volwassene,
3390,Houwaart,Q1,Volwassene,
3118,WERCHTER,Q1,Volwassene,
3520,Zonhoven,KK,NA Volw.,
3660,Oudsbergen,SS,Volwassene,
3590,DIEPENBEEK,KK,Volwassene,
3720,KORTESSEM,CL2,Volwassene,
3600,GENK,SS,Volwassene,
6125BL,obbicht,K,NA Volw.,
3990,Peer,S,Volwassene,
3620,LANAKEN,S,Volwassene,
3730,HOESELT,F,Volwassene,
3910,NEERPELT,R,Volwassene,
3740,ROSMEER,R,Volwassene,
3740,ROSMEER,R,Volwassene,
3540,Herk de stad,QQ,Volwassene,
3724,VLIERMAAL,RR,Volwassene,
3724,VLIERMAAL,LL,Volwassene,
3960,BREE,CL2,Volwassene,
3960,BREE,CL2,Volwassene,
3630,Maasmechelen,R,Volwassene,
3950,BOCHOLT,R,Jongeren -21,
3740,MUNSTERBILZEN,T,Volwassene,
3500,HASSELT,OO,Volwassene,
3665,AS,CL3,Volwassene,
3640,Molenbeersel,R,Volwassene,
3650,Dilsen-stokkem,JJ,Volwassene,
3560,Lummen,II,Volwassene,
3560,LUMMEN,II,Volwassene,
3560,LUMMEN,II,Volwassene,
3583,PAAL,K,Volwassene,
3630,EISDEN,S,Volwassene,
3724,VLIERMAAL,M,Volwassene,
3700,TONGEREN,I,Volwassene,
3740,Eigenbilzen,DD,Volwassene,
3520,ZONHOVEN,D,Volwassene,
3590,DIEPENBEEK,BB,Volwassene,
4460,Grâce-hollogne,CC,Volwassene,
3600,Genk,BB,Minder validen,
2040,Berendrecht,K,Volwassene,
3940,HECHTEL,S,Volwassene,
3730,HOESELT,CC,Volwassene,
3560,Lummen,LL,Volwassene,
3560,Lummen,LL,Volwassene,
3660,Oudsbergen,PP,Volwassene,
3740,Bilzen,Z1,Volwassene,
3740,Bilzen,Z1,Volwassene,
3740,Bilzen,Z1,Volwassene,
3740,Bilzen,Z1,Volwassene,
3740,Bilzen,Z1,Volwassene,
3740,Bilzen,Z1,Volwassene,
3520,Zonhoven,NN,Volwassene,
3680,Opoeteren,EE,Volwassene,
3150,Wespelaar,CC,Volwassene,
3500,HASSELT,SS,Volwassene,
3650,DILSEN-STOKKEM,FF,Volwassene,
3680,NEEROETEREN,R,Volwassene,
3740,BEVERST,PP,Volwassene,
3740,BEVERST,BB,Volwassene,
3670,Oudsbergen,II,Volwassene,
3850,Kozen,C,Volwassene,
3511,KURINGEN,NN,Volwassene,
3500,SINT-LAMBRECHTS-HERK,K,Volwassene,
3550,HEUSDEN,CC,Volwassene,
3650,ROTEM,CC,Volwassene,
3680,Maaseik,S,Volwassene,
3500,HASSELT,FF,Volwassene,
3960,Bree,TT,Volwassene,
3900,OVERPELT,TT,Volwassene,
3530,HOUTHALEN,CC,Volwassene,
3746,HOELBEEK,D,Volwassene,
3960,BREE,BB,Volwassene,
3630,MECHELEN-AAN-DE-MAAS,RR,Volwassene,
3630,Maasmechelen,RR,Volwassene,
3630,MECHELEN-AAN-DE-MAAS,RR,Volwassene,
3990,peer,CC,Volwassene,
3910,Sint-huibrechts-lille,J,Volwassene,
3910,PELT,K,Jongeren -18,
3940,EKSEL,K,Volwassene,
3511,Kuringen,LL,Volwassene,
3600,GENK,DD,Volwassene,
3600,GENK,KK,Volwassene,
3600,GENK,KK,Volwassene,
3740,BEVERST,MM,Volwassene,
3740,BEVERST,MM,Volwassene,
3511,Kuringen,MM,Volwassene,
3945,Ham,T,Volwassene,
3290,Diest,KK,Volwassene,
3650,LANKLAAR,M,Volwassene,
1370,Geldenaken,RR,Volwassene,
3583,PAAL,K,Volwassene,
3583,PAAL,K,Volwassene,
3583,PAAL,K,Volwassene,
3970,leopoldsburg,K,Volwassene,
3970,leopoldsburg,K,Volwassene,
3500,Hasselt,M,Volwassene,
3770,ZICHEN-ZUSSEN-BOLDER,II,Volwassene,
3600,Genk,Q1,Volwassene,
3583,Paal,HH,Volwassene,
3583,Paal,HH,Volwassene,
3740,BILZEN,L,Volwassene,
3690,ZUTENDAAL,L,Volwassene,
3690,ZUTENDAAL,L,Volwassene,
3746,HOELBEEK,J,Volwassene,
3690,ZUTENDAAL,H,Volwassene,
3600,GENK,II,Volwassene,
3690,ZUTENDAAL,L,Volwassene,
3740,WALTWILDER,K,Volwassene,
3770,ZICHEN-ZUSSEN-BOLDER,JJ,Volwassene,
3770,MILLEN,JJ,Volwassene,
3740,BILZEN,HH,Volwassene,
3670,Oudsbergen,MM,Volwassene,
3945,KWAADMECHELEN,HH,Minder validen,
3500,HASSELT,II,Volwassene,
3500,Hasselt,RR,Volwassene,
3590,DIEPENBEEK,BB,Volwassene,
3690,Zutendaal,S,Volwassene,
3690,ZUTENDAAL,LL,Volwassene,
3210,LINDEN,JJ,Volwassene,
4000,LIEGE,CC,Volwassene,
3990,Wijchmaal,S,Volwassene,
3520,ZONHOVEN,N,Volwassene,
3680,NEEROETEREN,JJ,Volwassene,
3680,NEEROETEREN,JJ,Volwassene,
3660,Oudsbergen,HH,Volwassene,
3660,Oudsbergen,HH,Volwassene,
3660,Oudsbergen,HH,Volwassene,
3660,Oudsbergen,HH,Volwassene,
3940,HECHTEL,HH,Volwassene,
3600,GENK,I,Volwassene,
3665,AS,GG,Volwassene,
3511,Hasselt,OO,Volwassene,
3960,TONGERLO,Z8,Volwassene,
3960,Tongerlo,Z8,Volwassene,
3960,Beek,H,Volwassene,
3960,BREE,H,Volwassene,
3724,VLIERMAAL,LL,Volwassene,
3582,Koersel,Z7,Volwassene,
3582,Koersel,Z7,Volwassene,
4140,Sprimont,L,Volwassene,
4140,Sprimont,L,Volwassene,
4140,Sprimont,L,Volwassene,
4140,Sprimont,L,Volwassene,
4140,Sprimont,L,Volwassene,
9140 ,Temse,Z4,Volwassene,
9140 ,Temse,Z4,Volwassene,
4140,Sprimont,HH,Minder validen,
4140,SPRIMONT,SS,Minder validen,
3570,Alken,QQ,Volwassene,
3590,DIEPENBEEK,I,Volwassene,
3590,DIEPENBEEK,I,Volwassene,
3012,Wilsele,J,Volwassene,
3960,BEEK,D,Volwassene,
3012,WILSELE,UU,Volwassene,
3960,BEEK,D,Volwassene,
3012,WILSELE,J,Volwassene,
2070,BURCHT,QQ,Volwassene,
3530,HOUTHALEN,Q1,Volwassene,
3730,HOESELT,F,Volwassene,
3770,VLIJTINGEN,JJ,Volwassene,
3600,GENK,BB,Volwassene,
3980,TESSENDERLO,Z7,Volwassene,
3740,Bilzen,QQ,Volwassene,
3730,HOESELT,MM,Volwassene,
2650,Edegem,D,Volwassene,
2100,deurne,D,Volwassene,
3582,Beringen,RR,Volwassene,
3550,ZOLDER,BB,Volwassene,
3660,Oudsbergen,Q1,Volwassene,
3740,Hoeselt,L,Volwassene,
3520,ZONHOVEN,B,Volwassene,
3520,ZONHOVEN,B,Volwassene,
3520,ZONHOVEN,H,Volwassene,
3530,Houthalen,K,Volwassene,
3620,LANAKEN,K,Volwassene,
3520,ZONHOVEN,QQ,Volwassene,
3520,ZONHOVEN,QQ,Volwassene,
3550,Zolder,GG,Volwassene,
3970,Leopoldsburg,CL3,Volwassene,
2600,Berchem,CL3,Volwassene,
3530,Houthalen,CC,Volwassene,
3582,KOERSEL,II,Volwassene,
3950,KAULILLE,S,Volwassene,
3511,STOKROOIE,MM,Volwassene,
3621,REKEM,BB,Volwassene,
3600,GENK,I,Volwassene,
2300,TURNHOUT,I,Volwassene,
2300,TURNHOUT,I,Volwassene,
2300,TURNHOUT,I,Volwassene,
2300,TURNHOUT,I,Volwassene,
3670,Oudsbergen,II,Volwassene,
3960,Beek,UU,Volwassene,
3600,GENK,DD,Volwassene,
3512,STEVOORT,LL,Volwassene,
3740,MUNSTERBILZEN,LL,Volwassene,
3400,LANDEN,K,Volwassene,
3550,HEUSDEN,RR,Volwassene,
3600,GENK,CC,Volwassene,
3600,GENK,TT,Volwassene,
3350,Drieslinter,I,Volwassene,
3582,Koersel,QQ,Volwassene,
3530,HOUTHALEN,II,Volwassene,
3940,Eksel,QQ,Volwassene,
3582,KOERSEL,II,Volwassene,
3600,GENK,R,Volwassene,
3600,GENK,N,Volwassene,
3500,HASSELT,II,Volwassene,
3990,Peer,G,Volwassene,
3670,Oudsbergen,Z5,NA Volw.,
3941,EKSEL,QQ,Volwassene,
3940,Eksel,QQ,Volwassene,
3940,EKSEL,QQ,Volwassene,
3665,AS,S,Volwassene,
3960,bree,UU,Volwassene,
3600,GENK,TT,Volwassene,
3582,KOERSEL,I,Volwassene,
3530,HOUTHALEN,R,Volwassene,
3500,HASSELT,L,Volwassene,
3740,BEVERST,I,Volwassene,
3600,Genk,OO,Volwassene,
3460,Assent,JJ,Volwassene,
3630,Maasmechelen,JJ,Volwassene,
3630,LEUT,JJ,Minder validen,
3660,Oudsbergen,HH,Volwassene,
3600,GENK,B,Volwassene,
8530,HARELBEKE,UU,Volwassene,
3680,OPOETEREN,CC,Volwassene,
3600,Genk,MM,Volwassene,
3680,Neeroeteren,Q1,Volwassene,
3670,Oudsbergen,UU,Volwassene,
3390,Sint-joris-winge,II,Volwassene,
3670,Oudsbergen,K,Volwassene,
3670,Oudsbergen,NN,Volwassene,
3630,MECHELEN-AAN-DE-MAAS,D,Volwassene,
3945,Kwaadmechelen,RR,Volwassene,
2270,HERENTHOUT,OO,Volwassene,
3670,Oudsbergen,N,Volwassene,
2140,BORGERHOUT,II,Volwassene,
3600,GENK,I,Volwassene,
3600,Genk,OO,Minder validen,
3500,Hasselt,QQ,Volwassene,
3590,Diepenbeek,GG,Volwassene,
9255,BUGGENHOUT,N,Volwassene,
3560,LUMMEN,Z3,Volwassene,
3270,SCHERPENHEUVEL,RR,Volwassene,
3670,Oudsbergen,S,Volwassene,
3550,HEUSDEN-ZOLDER,T,Volwassene,
3370,VERTRIJK,GG,Volwassene,
3660,Oudsbergen,PP,Volwassene,
3520,ZONHOVEN,S,Volwassene,
3700,Koninksem,QQ,Volwassene,
3990,PEER,NN,Volwassene,
3990,PEER,LL,Volwassene,
3530,HOUTHALEN,S,Volwassene,
3665,AS,GG,Volwassene,
3600,GENK,Z7,Volwassene,
3600,GENK,Z6,Volwassene,
3690,ZUTENDAAL,QQ,Volwassene,
3590,DIEPENBEEK,Z1,Volwassene,
3530,HELCHTEREN,GG,Volwassene,
3010,KESSEL-LO,LL,Volwassene,
3520,ZONHOVEN,KK,Volwassene,
3020,Herent,CC,Volwassene,
3910,Neerpelt,BB,Volwassene,
3721,VLIERMAALROOT,T,Volwassene,
3650,DILSEN-STOKKEM,L,Volwassene,
3630,MECHELEN-AAN-DE-MAAS,LL,Volwassene,
3730,HOESELT,CL2,Volwassene,
3730,HOESELT,CL2,Volwassene,
3730,HOESELT,CL2,Volwassene,
3950,BOCHOLT,SS,Volwassene,
3650,ELEN,II,Volwassene,
3583,PAAL,K,Volwassene,
2650,Edegem,MM,Volwassene,
3500,HASSELT,UU,NA Volw.,
3945,OOSTHAM,KK,Volwassene,
3680,Maaseik,UU,Volwassene,
3660,Oudsbergen,H,Volwassene,
3630,Mechelen-aan-de-maas,L,Volwassene,
3732,SCHALKHOVEN,GG,Volwassene,
3668,Niel-bij-as,QQ,Volwassene,
3740,Bilzen,QQ,Volwassene,
3590,DIEPENBEEK,LL,Volwassene,
3724,VLIERMAAL,T,Volwassene,
3650,STOKKEM,BB,NA Volw.,
3590,Diepenbeek,II,Volwassene,
3600,GENK,KK,Volwassene,
3600,GENK,KK,Volwassene,
3600,GENK,KK,Volwassene,
3600,GENK,KK,Volwassene,
3600,GENK,KK,Volwassene,
3630,Vucht,S,Volwassene,
3660,Oudsbergen,Q1,Volwassene,
3540,SCHULEN,G,Volwassene,
2531,VREMDE,DD,Volwassene,
3630,Mechelen-aan-de-maas,J,Volwassene,
3590,DIEPENBEEK,QQ,Volwassene,
3910,Neerpelt,DD,Volwassene,
3520,Zonhoven,UU,Volwassene,
3660,Oudsbergen,J,Volwassene,
3530,HOUTHALEN,S,Jongeren -21,
2930,Brasschaat,K,Volwassene,
3520,ZONHOVEN,OO,Volwassene,
3583,Paal,D,Volwassene,
3660,Oudsbergen,Q1,Volwassene,
3600,GENK,LL,NA Volw.,
3640,KINROOI,BB,Volwassene,
3940,Hechtel,DD,Volwassene,
3840,GORS-OPLEEUW,KK,Volwassene,
3680,Neeroeteren,S,NA Volw.,
3530,HOUTHALEN,GG,Volwassene,
3550,HEUSDEN,FF,Volwassene,
3511,Kuringen,H,Volwassene,
3530,HOUTHALEN,BB,Volwassene,
3520,ZONHOVEN,K,Volwassene,
3520,ZONHOVEN,K,Volwassene,
3520,ZONHOVEN,K,Volwassene,
3520,ZONHOVEN,K,Volwassene,
3900,OVERPELT,HH,Volwassene,
3590,Diepenbeek,KK,Volwassene,
